,num_spikes,firing_rate,presence_ratio,snr,isi_violations_ratio,isi_violations_count,rp_contamination,rp_violations,sliding_rp_violation,sync_spike_2,sync_spike_4,sync_spike_8,firing_range,amplitude_cv_median,amplitude_cv_range,amplitude_cutoff,noise_cutoff,noise_ratio,amplitude_median,sd_ratio
95,228,0.11664709400944724,0.09375,0.8060737513641499,12.533430999791223,1,1.0,1,,0.7236842105263158,0.06140350877192982,0.0,0.8,,,,-0.0828831229440923,0.0673076923076923,194.61001586914062,2.5517888267914546
96,3012,1.5409695050721715,0.125,0.5920019225192453,0.0,0,0.0,0,,0.4857237715803453,0.024568393094289508,0.0,16.6,,,0.0,-0.19429079294398874,0.0070799909064336985,135.62249755859375,1.0602362379386705
97,802,0.4103112692788451,0.125,0.514628968067924,2.025913635776976,2,1.0,1,,0.4339152119700748,0.014962593516209476,0.0,4.309999999999992,,,0.0,0.039995568603542565,0.012629399585921325,120.70500183105469,1.5729497754269517
98,138,0.07060218847940228,0.09375,2.3222048034260716,0.0,0,0.0,0,,0.47101449275362317,0.036231884057971016,0.0,0.4,,,,-0.26218941013778485,0.05803571428571429,-541.3199462890625,2.7878812924984477
99,1114,0.5699336084496677,0.125,0.574543386155005,0.0,0,0.0,0,,0.46858168761220825,0.017953321364452424,0.0,6.0,,,0.0,-0.13117795229620946,0.010141253169141615,141.57000732421875,1.3322241750629045
100,1489,0.7617873814915217,0.125,0.8079198499960112,0.0,0,0.0,0,,0.8253861652115514,0.11081262592343855,0.000671591672263264,8.0,,,0.0,-0.11804911124064577,0.010231316725978648,-192.46499633789062,0.990633429477532
101,5497,2.8123205077628572,0.125,0.5487524427358145,0.8193544016728984,38,1.0,16,,0.5119155903219939,0.0340185555757686,0.0,29.12999999999997,,,0.0,-0.15146486080079966,0.006948051948051948,132.99000549316406,0.8251004269724005
102,138253,70.73162582494784,0.125,0.5869071308178829,3.216257831021567,94354,1.0,90646,,0.4102044801921116,0.01635407549926584,0.0,754.9300000000001,,,0.0,-0.012087796115133527,0.007528791678276215,126.94499969482422,0.2662443261712886
103,17618,9.013546062537024,0.125,0.5753369842155954,4.54238262096126,2164,1.0,1496,,0.4298444772391872,0.02032012714269497,0.0,96.52999999999997,,,0.0,-0.17215294650298354,0.006254849736803473,132.2100067138672,0.5281946916535032
104,23130,11.833540721221555,0.125,0.6348546032723811,3.3831452529253205,2778,1.0,1401,,0.41530479896238653,0.0185473411154345,0.0,123.41999999999997,,,0.0,-0.07892010663641642,0.008897152911068459,135.3300018310547,0.4311089719967829
105,2069,1.0585212171295892,0.125,0.8503342635059277,0.30440282795192114,2,0.7053940732874578,2,,0.583856935717738,0.035766070565490575,0.0,10.4,,,0.0,-0.38752558163271195,0.006907502977371973,-200.0699920654297,1.355296675014239
106,13307,6.80799508764787,0.125,0.5499427777298251,4.0657590063810725,1105,1.0,765,,0.41481926805440744,0.016758097242053054,0.0,72.01999999999998,,,0.0,-0.12921950224330467,0.00751885150812065,133.1850128173828,0.5907300716923265
107,15537,7.948885524670096,0.125,0.5233582362500443,3.206430106355269,1188,1.0,730,,0.4169402072472163,0.015640084958486195,0.0,84.31,,,0.0,-0.1618952227859709,0.006875631951466127,132.99000549316406,0.537099347021075
108,194,0.09925235192031914,0.09375,1.647867143443664,17.311560131075222,1,1.0,1,,0.44329896907216493,0.02577319587628866,0.0,0.4,,,,-0.19145843400896323,0.05026455026455027,380.83502197265625,2.8989410505936686
109,89045,45.55631792136504,0.125,0.5110579320374543,3.76402450165357,45807,1.0,38303,,0.39861867595036216,0.015127182885058117,0.0,483.25999999999993,,,0.0,-0.07428308911101336,0.009132599025630163,133.1850128173828,0.2688921408935634
110,17150,8.77411255378079,0.125,0.46275091260148454,2.9971550891449237,1353,1.0,890,,0.4132944606413994,0.01644314868804665,0.0,92.2,,,0.0,-0.12236875134536551,0.007614711951003832,107.25,0.5937439432001724
111,2941,1.5046451907095804,0.125,1.1238071911643388,0.6026145403111673,8,1.0,6,,0.5355321319279157,0.02652159129547773,0.0,16.239999999999966,,,0.0,-0.2914198735539023,0.008976833976833977,-274.364990234375,1.0855766559091051
112,1950,0.9976396198176408,0.125,0.5777176542036169,1.0280676561627566,6,1.0,4,,0.48205128205128206,0.023076923076923078,0.0,9.419999999999982,,,0.0,-0.059456942022026775,0.0242639040348964,133.1850128173828,1.3629038261454272
113,77668,39.73573025230591,0.125,0.6003343295741955,3.9293265190063833,36380,1.0,29944,,0.4249111603234279,0.018888087758150075,0.0,425.71,,,0.0,-0.11344987128567648,0.00883948362374062,132.99000549316406,0.28198437076860156
